sep=,
index,class,number of faces, number of vertices, type of faces, minimum X value, maximum X value, minimum Y value, maximum Y value, minimum Z value, maximum Z value, baricenter x coordinate, baricenter y coordinate, baricenter z coordinate, path, vertices verdict, volume
165,Mech,10000,5002,triangles,-0.501392,0.498608,-0.405478,0.466524,-0.372385,0.377618,0.00662909,-0.0789919,-0.0602354,326.off,,0.654004
166,Mech,10000,5002,triangles,-0.447943,0.448096,-0.53049,0.469516,-0.444039,0.391989,0.000969345,0.0053717,0.0109808,327.off,,0.749118
167,Mech,9023,4512,triangles,-0.369683,0.371049,-0.430393,0.569607,-0.369817,0.370915,0.000668887,-0.000905076,0.000625378,328.off,,0.548684
168,Mech,8942,4471,triangles,-0.368287,0.372445,-0.433999,0.566001,-0.368542,0.37219,0.00222582,-0.00829424,0.0019771,329.off,,0.548684
169,Mech,8998,4499,triangles,-0.369784,0.370949,-0.436926,0.563074,-0.369753,0.370979,0.00117515,-0.00880646,0.000263033,330.off,,0.548685
170,Octopus,11888,5944,triangles,-0.50103,0.49897,-0.383372,0.356411,-0.20956,0.0775536,6.93917e-09,8.82688e-09,8.81685e-08,121.off,,0.212402
171,Octopus,14498,7251,triangles,-0.489326,0.510674,-0.391269,0.431155,-0.229915,0.131667,8.55363e-09,1.81096e-08,-9.77587e-08,122.off,,0.297374
172,Octopus,10000,5002,triangles,-0.511516,0.487442,-0.407687,0.373549,-0.396262,0.50603,0.0043353,-0.00673455,-0.043822,123.off,,0.704168
173,Octopus,6198,3101,triangles,-0.454143,0.358582,-0.511057,0.488943,-0.160112,0.248094,-1.60676e-09,1.18384e-08,-5.94557e-08,124.off,,0.331759
174,Octopus,2682,1343,triangles,-0.454432,0.470735,-0.309843,0.501399,-0.593438,0.406562,1.43547e-08,3.96329e-08,-2.10036e-08,125.off,,0.750534
175,Octopus,12646,6325,triangles,-0.206511,0.326886,-0.515609,0.484391,-0.508663,0.466736,-4.01619e-08,-2.94012e-08,3.55366e-07,126.off,,0.520275
176,Octopus,10000,5002,triangles,-0.488177,0.458643,-0.498205,0.501526,-0.302828,0.327145,-0.00241964,-0.00113365,0.0160912,127.off,,0.596311
177,Octopus,12324,6164,triangles,-0.42383,0.379209,-0.201476,0.169061,-0.47501,0.52499,4.94344e-08,-1.5606e-08,-2.36751e-07,128.off,,0.297556
178,Octopus,12284,6144,triangles,-0.506193,0.493807,-0.389646,0.45716,-0.160775,0.25649,-3.7881e-08,5.40058e-09,4.01318e-08,129.off,,0.353343
179,Octopus,15490,7747,triangles,-0.420887,0.46229,-0.504186,0.495814,-0.191802,0.319787,7.75314e-08,6.81103e-09,-5.45998e-08,130.off,,0.451824
180,Plier,8970,4487,triangles,-0.367954,0.281287,-0.0431918,0.0466558,-0.528264,0.471737,-1.46102e-07,1.31116e-09,-1.74789e-07,201.off,,0.0583328
181,Plier,8978,4491,triangles,-0.376883,0.279162,-0.0433471,0.0465532,-0.53243,0.46757,7.13093e-08,1.67269e-09,-1.25805e-07,202.off,,0.0589786
182,Plier,7808,3906,triangles,-0.390204,0.278542,-0.0442324,0.0464209,-0.537861,0.462139,2.63689e-08,1.128e-09,4.89838e-09,203.off,,0.060624
183,Plier,8810,4407,triangles,-0.442283,0.557717,-0.043331,0.045688,-0.402144,0.391526,-1.59764e-08,4.6457e-09,-8.22793e-08,204.off,,0.0706517
184,Plier,8952,4478,triangles,-0.322663,0.358834,-0.0445246,0.0472134,-0.515429,0.484571,2.9972e-08,-1.40676e-09,-1.76005e-07,205.off,,0.0625192
185,Plier,9584,4794,triangles,-0.408783,0.283381,-0.0437299,0.046554,-0.529164,0.470836,1.02263e-08,-5.97676e-09,6.06988e-08,206.off,,0.0624913
186,Plier,10400,5202,triangles,-0.437212,0.357447,-0.0450426,0.0454896,-0.532906,0.467094,2.11658e-08,-4.76367e-09,-2.24119e-07,207.off,,0.0719422
187,Plier,12204,6104,triangles,-0.47757,0.449129,-0.0486956,0.0509516,-0.544381,0.455619,-1.38661e-09,2.74881e-09,-6.78179e-07,208.off,,0.092343
188,Plier,10216,5110,triangles,-0.476774,0.523226,-0.0478683,0.0509058,-0.505536,0.410223,2.26288e-09,2.35765e-09,1.4851e-07,209.off,,0.0904533
189,Plier,11012,5508,triangles,-0.454737,0.545263,-0.0474845,0.0507706,-0.455987,0.400711,2.89528e-08,1.67826e-08,5.91496e-07,210.off,,0.0841749
190,Table,8888,4443,triangles,-0.499929,0.50004,-0.327317,0.322572,-0.0749604,0.435682,0.00207188,-0.00351776,-0.00653157,141.off,,0.331851
191,Table,6696,3349,triangles,-0.495726,0.504274,-0.134702,0.02245,-0.24874,0.258165,-0.000653206,-0.000348591,-0.000643033,142.off,,0.0796611
192,Table,6256,3130,triangles,-0.495374,0.504626,-0.139475,0.0174492,-0.248819,0.258171,-0.00121224,0.000207148,-0.00223443,143.off,,0.079559
193,Table,7660,3830,triangles,-0.495825,0.504117,-0.201613,0.0246575,-0.405305,0.407272,-0.0009551,0.000598131,-0.000691366,144.off,,0.183851
194,Table,6778,3376,triangles,-0.497255,0.502745,-0.619252,0.147968,-0.497398,0.502581,0.0048052,0.039243,0.00355647,145.off,,0.767204
195,Table,9316,4657,triangles,-0.500137,0.499643,-0.525796,0.15763,-0.500233,0.499713,-0.000578535,0.000450917,-0.000874151,146.off,,0.683238
196,Table,8156,4072,triangles,-0.497859,0.502062,-0.377212,0.0749535,-0.504711,0.495225,-0.00279906,0.0117121,-0.0109026,147.off,,0.452101
197,Table,8824,4403,triangles,-0.499199,0.500757,-0.245725,0.0593513,-0.501021,0.498979,0.00106505,0.00870787,0.00053928,148.off,,0.305063
198,Table,8068,4025,triangles,-0.501078,0.49849,-0.262037,0.0414712,-0.502496,0.497504,-0.00166775,0.00313679,-8.63005e-05,149.off,,0.303377
199,Table,6416,3192,triangles,-0.41054,0.413451,-0.820186,0.17981,-0.403057,0.420943,2.32075e-05,-0.00363976,0.00619453,150.off,,0.678966
200,Teddy,10000,5002,triangles,-0.401669,0.406011,-0.435721,0.564337,-0.197072,0.196071,-0.00226904,0.016883,0.0024892,161.off,,0.317552
201,Teddy,10000,5002,triangles,-0.330562,0.220587,-0.477056,0.523121,-0.199843,0.302418,-0.0087616,0.00995602,0.00138903,162.off,,0.27687
202,Teddy,10000,5000,triangles,-0.313074,0.334701,-0.487624,0.512242,-0.181886,0.268757,-0.00381229,0.00424708,0.00509078,163.off,,0.291876
203,Teddy,10000,5002,triangles,-0.38057,0.397587,-0.415955,0.584089,-0.205248,0.269407,-0.000557623,0.023881,0.00147812,164.off,,0.369372
204,Teddy,10000,5002,triangles,-0.232195,0.290248,-0.48157,0.518439,-0.187488,0.224746,0.00721457,0.00544547,-0.000629142,165.off,,0.215371
205,Teddy,10000,5002,triangles,-0.356868,0.342954,-0.462212,0.53778,-0.210039,0.27951,0.000883041,0.00162425,0.00520318,166.off,,0.342595
206,Teddy,10000,5002,triangles,-0.375088,0.347817,-0.439461,0.560858,-0.221921,0.305656,-0.00199358,0.014219,0.00383787,167.off,,0.381509
207,Teddy,10000,5002,triangles,-0.348404,0.305088,-0.471804,0.528029,-0.173463,0.180101,0.00219489,0.0102448,-0.00416016,168.off,,0.231012
208,Teddy,10000,5002,triangles,-0.429859,0.443516,-0.491441,0.508679,-0.157594,0.164309,-0.000592804,0.0046262,0.00358675,169.off,,0.281176
209,Teddy,10000,5002,triangles,-0.443663,0.429899,-0.507808,0.492489,-0.157919,0.161794,0.0010272,0.00677424,0.00403604,170.off,,0.279372
210,Vase,10000,4992,triangles,-0.250805,0.268138,-0.489686,0.510531,-0.276699,0.261097,0.00241587,0.0119014,-0.000944318,361.off,,0.279147
211,Vase,10000,5000,triangles,-0.213254,0.238813,-0.394072,0.605953,-0.22542,0.225894,-0.00208417,0.0032869,6.39836e-05,362.off,,0.204029
212,Vase,10000,5002,triangles,-0.17606,0.190954,-0.395788,0.604384,-0.171316,0.188535,-0.000699255,0.0203084,-0.00203705,363.off,,0.132093
213,Vase,10000,4998,triangles,-0.503135,0.497483,-0.352197,0.392851,-0.320816,0.335891,0.00172712,0.00276546,0.000185535,364.off,,0.48958
214,Vase,10000,5000,triangles,-0.47204,0.527594,-0.402373,0.397128,-0.491357,0.506082,-0.00663937,0.00600582,-0.000187122,365.off,,0.797162
215,Vase,10000,5000,triangles,-0.255195,0.241027,-0.467058,0.533007,-0.249713,0.260721,0.00820005,0.0350342,-0.0126896,366.off,,0.253305
216,Vase,7800,3900,triangles,-0.48288,0.51712,-0.321118,0.321619,-0.223328,0.283443,3.71383e-09,3.61207e-08,-9.39919e-09,367.off,,0.32572
217,Vase,10000,5002,triangles,-0.399379,0.402896,-0.413798,0.586484,-0.481032,0.437257,-0.00355575,-0.00190197,-0.0030844,368.off,,0.736928
218,Vase,10000,5000,triangles,-0.302086,0.354337,-0.461841,0.537938,-0.336859,0.322541,0.000661941,0.00393096,0.000366781,369.off,,0.432749
219,Vase,10000,5002,triangles,-0.300824,0.307649,-0.458932,0.541206,-0.299544,0.307746,-0.00164,0.0041212,-0.00205402,370.off,,0.369571
